companyID|companyFullName|companyShortName|companySize|financeStage|industryField|positionID|positionName|jobNature|positionLables|city|education|salary|workYear|firstType|secondType|formatCreatedTime|scrapeTime|description
2422|凡普金科企业发展（上海）有限公司|凡普金科|2000人以上|成长型(A轮)|金融|2888616|java工程师（爬虫方向）|全职|高级|北京|本科|20k-30k|3-5年|开发/测试/运维类|后端开发|11:20发布|20170417|[\n,工作职责：,\n,\n,1.参与爬虫系统的架构设计与开发；,\n,2.参与网页信息抽取、数据清洗等研发和优化工作；,\n,3.参与爬虫核心算法的策略优化研究，提升网页抓取的效率和质量。\\,\n,\n,工作要求：,\n,\n,1.本科及以上学历，2年以上java开发经验；,\n,2.有springboot开发经验，精通正则表达式，熟悉整个爬虫的设计及实现流程，有从事网络爬虫,网页信息抽取开发经验，熟悉反爬虫技术。,\n,3.工作踏实、抗压力强,\n,4.有大数据处理经验\,\n]
91273|成都启发分期科技有限公司|启发分期|150-500人|初创型(未融资)|移动互联网,旅游|2791228|爬虫工程师|全职|资深,爬虫|成都|本科|8k-16k|3-5年|开发/测试/运维类|后端开发|10:07发布|20170417|[\n,岗位职责：,\n,1、负责公司爬虫核心技术的研究、架构开发和维护升级；,\n,2、网络爬虫架构设计、功能开发及更新优化；\,\n,3、网站登陆，网页信息抽取等核心算法的研究和更新优化；\,\n,4、研究网站安全的新技术等。\,\n,\n,任职要求：,\n,1、本科及以上学历，计算机相关专业；,\n,2、两年以上开发经验，精通网络编程，熟悉HTTP协议，能模拟浏览器操作爬虫；\,\n,3、精通html语言，熟悉LuceneHtmlParser等开源工具，熟练使用正则表达式；,\n,4、精通网页抓取原理及技术，从事网络爬虫、网站登陆安全机制设置、网页信息抽取，任一种程序开发经验；,\n,5、任职过网络爬虫公司，国内垂直搜索公司优先。,\n\n]
58635|上海即果信息技术有限公司|即刻|50-150人|成长型(B轮)|移动互联网|2460534|爬虫工程师|全职|爬虫|上海|本科|15k-30k|3-5年|技术|后端开发|2017-04-12|20170417|[\n,职位描述,\n,\n,负责「即刻App」爬虫系统的设计、研发与维护；,\n,设计爬虫策略与算法，提升抓取效果；,\n,持续优化系统，提高系统的稳定性及性能。,\n,\n,职位要求,\n,\n,3年以上开发经验，有较丰富的爬虫系统开发经验；,\n,熟悉常用数据结构及算法；,\n,熟悉Linux操作系统；,\n,熟悉HTTP协议；,\n,有自动化测试经验；,\n,优秀的分析、解决问题能力，对处理未知的、挑战性问题充满激情；,\n,良好的沟通能力和团队合作精神。,\n,\n,加分项,\n,\n,熟悉Python/Node.js；,\n,了解分布式系统的设计与实现。,\n,\n]
51527|苏州朗动网络科技有限公司|朗动网络科技|50-150人|成长型(A轮)|移动互联网,企业服务|2421816|爬虫工程师|全职|爬虫|苏州|本科|15K-30K|5-10年|技术|后端开发|2017-04-10|20170417|[\n,职位描述：\,\n,1.负责设计、开发、维护大数据分析处理相关的软件产品和模块，开发主要使用语言为Java、python；,\n,2.\搭建数据采集平台，建立爬虫系统，通过对数据的抓取、解析、调度、存储等模块的拆分与优化，构建和完善统一的抓取服务平台；,\n,3.负责网页信息抽取等核心算法的研究和优化；,\n,4.负责重点目标站点的结构与URL特点分析，负责垂直领域与定向网站的数据采集、维护及数据异常的跟踪处理,\用脚本和程序对大规模数据进行处理和分析。,\n,5.了解分布式采集框架,\n,\n,\n,职位要求：,\n,1.有扎实的数据结构和算法功底；\,\n,2.工作认真细致踏实，有较强的学习能力；\,\n,3.熟悉linux开发环境，熟悉java和python语言者优先；\,\n,4.熟悉Mysql\数据库，熟悉Mongodb\数据库者优先；,\n,5.有爬虫，信息抽取，文本分类相关经验者优先；,\n,6.理解http，熟悉html,\DOM,\xpath优先；,\n]
134745|广州探迹科技有限公司|探迹|50-150人|成长型(A轮)|数据服务,企业服务|2086957|爬虫工程师|全职|爬虫|广州|本科|12k-24k|1-3年|技术|后端开发|10:26发布|20170417|[\n,工作职责：,\n,\n,负责开发网页数据的自动化爬取脚本程序；,\n,负责开发网页数据的自动化解析脚本程序；,\n,负责清洗、分类已解析的互联网数据；,\n,负责自动化数据解析系统的部分模块开发。,\n,\n,\n,工作要求：,\n,\n,本科及以上学历，计算机相关专业，一年以上相关工作经验；,\n,熟悉Python，JavaScript等脚本语言的一种或多种，具备良好的编码能力；,\n,熟悉HTML，JQuery，CSS；,\n,熟悉http网络传输协议；,\n,拥有分布式爬虫经验优先；有新闻/垂直领域爬虫开发经验优先；,\n,有激情，喜欢研究新技术，工作细心，有耐心，具备良好的团队协作能力。,\n,\n\n]
143587|杭州拓道互联网金融服务有限公司|拓道金服|500-2000人|成长型(A轮)|移动互联网,金融|2909699|高级开发工程师(爬虫方向)|全职|数据挖掘,Java,视频,算法,爬虫,python|杭州|本科|15k-25k|5-10年|开发/测试/运维类|数据开发|3天前发布|20170417|[\n,职位描述：,\n,1、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析；,\n,\n,2、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；,\n,\n,3、主导爬虫核心算法的设计和优化；,\n,\n,4、实现大规模文本、图像、视频数据的抓取及数据清洗工作,\n,\n,5、能独立解决实际开发过程碰到的各类问题；,\n,\n,\n,\n,岗位要求:,\n,1、5年以上工作经验，具有2年以上实际爬虫开发、内容提取工作经验；,\n,\n,2、精通信息抓取和整合技术，从结构化的和非结构化的数据中获取信息；,\n,\n,3、精通和使用java或Python或Golang，熟练使用mysql,redis,mongdb三者至少之一；,\n,\n,4、掌握多种解析工具Jsoup、Xpath、Beautifulsoup、htmlparser、正则，有Nutch，Heritrix，jsoup抓取经验或者分布式抓取经验者优先；\,\n,\n,5、熟练掌握网络编程与多线程编程，对TCP/IP/HTTP等协议了解比较深入,\n,\n,6、认真严谨，喜欢钻研，有责任心，良好的团队合作精神，积极上进，具备良好的学习能力,\n\n]
5918|上海景域文化传播股份有限公司|驴妈妈旅游网|2000人以上|上市公司|电子商务,旅游|3008604|爬虫工程师|全职|Java,爬虫,python|上海|本科|20k-30k|5-10年|开发/测试/运维类|后端开发|1天前发布|20170417|[\n,岗位职责：,\n,1.负责驴妈妈网站国际机票系统的软件开发和维护工作；,\n,2.负责国际机票爬虫系统的架构设计和核心代码搭建；,\n,3.负责国际机票数据的抓取，处理数据；,\n,4.承接开发任务，确保按时按质按量完成任务；\,\n,5.遵守项目、部门、小组制定的各种研发规范，保证研发过程的持续改进。,\n,\n,岗位要求：,\n,1.熟悉常用的爬虫技术（重要）3年以上相关爬虫经验；,\n,2.熟悉struts、spring、ibatis主流开源框架（重要）；\,\n,3.擅长IP池调度，熟悉B/S开发架构，具有Web平台开发的经验，熟悉MVC设计模式；,\n,4.熟悉多线程、网络编程，精通网页抓取原理及技术，精通正则表达式；能从结构化和非结构化的数据中获取信息；,\n,5.有分布式爬虫架构或处理过反爬虫；,\n,6.熟悉Tomcat等常见应用服务器，具有相关部署、配置经验；\,\n,7.熟练使用Eclipse开发工具，熟悉linux开发平台\；,\n,8.熟悉SQL语言、熟悉MYSQL应用开发（重要）；\,\n,9.熟悉Nosql，了解各种开源框架。,\n]
79761|深圳达飞金融控股有限公司|达飞金控|2000人以上|成长型(B轮)|移动互联网,金融|1024950|爬虫工程师|全职|爬虫|深圳|本科|10k-15k|1-3年|技术|前端开发|11:22发布|20170417|[\n,岗位职责：,\n,1、参与分布式爬虫和数据采集系统的架构设计和研发；,\n,2、参与分布式爬虫模块服务架构和数据存储架构的设计和研发；,\n,3、负责日常网络数据抓取需求的实现及采集数据的质量监控；,\n,4、负责公司核心业务及产品的安全测试、安全审核、安全风险评估与分析及加固；,\n,5、对产品代码进行审视，找出安全漏洞并提出修改建议；,\n,6、研究各种安全技术，编写和维护用于安全测试的攻击工具、防御工具和分析工具；,\n,7、负责公司Web产品涉及到的安全性研究，负责响应公司的安全事件。,\n,\,\n,具体要求：,\n,1、大专或以上学历，两年以上互联网或企业级网络爬虫开发经验；,\n,2、熟练使用scrapy、flask、celery；,\n,3、具备一定的编程能力，熟悉C/C++/C#/Java等一种或几种编程语言，能够在此基础上进行代码安全分析；,\n,4、熟悉各种安全测试方法，例如WEB应用测试框架，系统测试框架，网络测试框架等等；,\n,5、熟练渗透测试的步骤、方法、流程、熟悉掌握各种渗透测试工具；,\n,6、熟悉常见的web代码,熟悉SQL注入、XSS、CSRF、URL跳转、钓鱼、常见的web安全漏洞利用及修复工作；,\n,7、精通常见脚本语言和数据库；熟悉Windows、Linux/unix系统的操作和安全配置；,\n,8、责任心强，工作踏实肯干，能吃苦，有良好的团队合作精神，能严格要求自己并具备积极向上的精神；,\n,9、具备良好的人际交往能力、组织协调能力以及发现问题解决问题的能力；,\n,10、有独立渗透测试经验或在各漏洞平台上报过漏洞者优先。,\n\n]
169477|安徽车之翼网络科技有限公司|天天爱车|50-150人|成长型(不需要融资)|移动互联网,电子商务|2846543|爬虫工程师|全职|资深,高级,中级,爬虫,数据分析,数据挖掘|合肥|大专|10k-20k|1-3年|开发/测试/运维类|数据开发|13:03发布|20170417|[\n,工作职责：,\n,1、网络爬虫的开发。,\n,2、网络信息抽取等算法的研究和优化,\n,\n,岗位要求：,\n,1、精通Python语言，深入理解Web等数据抓取的工作原理及流程。精通XPath、正则表达式原理等,\具有海量高并发数据爬取经验。,\n,2、有JAVA语言开发经验优先。,\n,3、有从事过大数据工程项目工作的优先。有互联网公司工作经验优先。,\n\n]
98285|国美金控投资有限公司|国美金控|500-2000人|初创型(未融资)|金融|2710856|爬虫工程师|全职|Java,爬虫,Python|北京|大专|15k-25k|3-5年|开发/测试/运维类|后端开发|10:42发布|20170417|[\n,岗位职责：,\n,负责数据采集，参与爬虫架构的设计与研究；,\n,编写新的数据抓取程序，提高网页抓取的效率和质量等问题；,\n,参与爬虫核心算法和策略优化,熟悉采集系统的调度策略；,\n,负责网页信息抽取优化,\n,\n,任职资格：,\n,计算机相关专业,精通数据结构和数据算法；,\n,熟悉网页抓取原理及技术，熟悉基于Cookie的网站登录原理，,\n,熟悉基于正则表达式、XPath、CSS等网页信息抽取技术,\n,2年以上大规模网页爬虫开发经验,熟悉JS,ajax,网页消重；,\n,熟悉熟练使用Struts、Spring、Hibernate、Ajax等相关开源框架进行项目开发；,\n,熟悉分布式系统的设计和应用,\n,熟悉HttpClient等爬虫组件者及有模拟登录网站抓取经验者优先,\n,有1-2年以上Java和MySQL工作经验，熟练掌握Java和HTML,\n,有良好的沟通和学习能力、有较强的团队协作能力以及快速解决问题的能力。,\n,\n]
33798|四川倍施特科技股份有限公司|四川汽车票务网|50-150人|上市公司|移动互联网|2368805|爬虫开发工程师|全职|Java,分布式,爬虫|成都|大专|10k-15k|1-3年|技术|后端开发|10:23发布|20170417|[\n,招聘JAVA方向爬虫,\n,岗位职责：,\n,1、参与核心爬虫系统架构设计、数据库设计；,\n,2、负责网络爬虫的核心技术研究和开发，搭建高性能的技术架构；,\n,3、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；,\n,4、熟悉多线程、多进程、网络通信、代理池相关知识。,\n,任职要求：,\n,1、计算机相关专业本科或以上学历；,\n,2、至少2年以上爬虫开发相关经验，精通C++或Java或C#网络高级编程者优先；,\n,3、能够总结分析不同网站，网页的结构特点及规律，并能及时灵活调整适应变化；,\n,4、有分布式爬虫架构经验优先。,\n\n]
151381|中诚信征信有限公司|中诚信征信|150-500人|成长型(不需要融资)|移动互联网,金融|2451948|爬虫工程师|全职|爬虫|北京|本科|10k-15k|不限|技术|后端开发|18:27发布|20170417|[\n,职位描述：,\n,1,、负责指定网站页面的抓取和提取处理；,\n,2,、参与爬虫核心算法的策略优化研究；,\\\\\\\\\\\\\\\\\\\\\\\\\\\\,\n,3,、参与爬虫系统的架构设计与开发。,\n,职位要求：,\n,1,、计算机相关专业本科及以上学历；,\n,2,、精通网页抓取原理及技术，从结构化和非机构化数据中获取信息；,\n,3,、熟悉HttpClient、HtmlParser、Jsoup中的一种或多种开源技术；,\n,4,、熟悉文本检索、中文分词相关技术，具备一定的数据挖掘能力；,\n,5,、精通抓包工具至少一种，以解决技术难题为乐趣，有想法，敢于挑战；,\n,6,、有移动端爬虫经验者加分。,\n,\n,中诚信征信有限公司（简称“中诚信征信”）隶属于中国诚信集团。在企业征信、个人征信、信用风险管理、商业信息服务、市场调研咨询等领域，拥有10多年的丰富经验公司始终坚守中立、客观、公正的理念，秉持专业、诚信、严谨的操守，做市场认可的独立第三方征信机构。,\n,中诚信征信于2014年6月获得全国首批企业征信业务经营备案，并于2015年1月成为首批获准开展个人征信业务准备工作的独立第三方征信机构。,\n,作为第一批由央行批准开展个人征信准备工作的8家机构之一，我们在商业利益驱动以外，希望能通过市场化行为和生活化应用让更多的人更好的了解个人信用价值，促进我国社会化信用体系建设良性发展。,\n,\,\n,在标准征信业务中，中诚信征信在行业中具备领先优势，来自于我们对以下环节的高标准要求：,\n,采集——自有平台，网络爬虫、OPENAPI方式；我们的采集渠道多达上百个，包括电商、社交平台、运营商、工商等；,\n,存储——传统数据库、Hadoop数据大平台；,\n,挖掘——文本挖掘、情感语义分析、机器学习等；,\n,服务——信用分，信用报告，信用监控，大数据智慧服务等。,\n,\,\n,我们不仅为员工提供优厚的福利保障，还致力于打造轻松、愉快的团队环境：,\n,——按国家标准缴纳社保、公积金；,\n,——年底14-15薪；,\n,——扁平化管理，平易近人的领导团队；,\n,——丰富的内、外部培训分享平台；,\n,——各类丰富有趣的团建活动；,\n,——弹性的工作时间；,\n,——免费的优质午餐、可口的下午茶；,\n,——位于东二环环境优美的独立四合院，紧邻地铁5、6号线东四站。,\n,\,\n,北京市东城区东四南大街礼士胡同54号,\n\n]
22139|北京第三石科技发展有限公司|第三石科技|50-150人|成长型(B轮)|移动互联网,电子商务|2982403|爬虫实习生|实习|实习,数据挖掘,Java,python,搜索|北京|本科|4k-8k|应届毕业生|开发/测试/运维类|数据开发|11:40发布|20170417|[\n,职位描述,\n,1.负责电商网站网页信息和APP数据抽取、清洗、消重，挖掘,ETL等工作，提升抓取效率；,\n,2.参与爬虫算法和策略优化；,\n,3.监控爬虫的进度和警报反馈；,\n,\n,职位要求,\n,1.熟练使用linux，擅长Python开发；,\n,2.熟悉网页抓取原理及技术,了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；,\n,3.熟练掌握HTML/CSS/JS，熟悉Web标准；,\n,4.熟悉Http协议，熟悉HttpClient，Jsoup；,\n,5.熟悉SQL及优化，熟练使用Mysql数据库，掌握redis,memcached等常用nosql技术并具有实战经验者优先；,\n,6.了解scrapy,有使用经验者优先,\n,7.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；,\n,8.具备独立解决问题的能力，擅长沟通、团队协作和自我管理；,\n,9.做过数据处理、ETL等相关工作优先。,\n\n]
1738|上海彩亿信息技术有限公司|有鱼金融科技|500-2000人|成长型(B轮)|移动互联网,金融|2406492|爬虫工程师|全职|爬虫,移动互联网,体育+金融,极客团队,信息,抓取，分析|上海|本科|15k-25k|3-5年|技术|后端开发|10:30发布|20170417|[\n,工作内容：,\n,1、设计和开发分布式网络爬虫系统，并进行多平台信息抓取和分析工作；,\n,2、负责网页信息抽取、数据清洗等研发和优化工作；,\n,3、负责抓取数据的深度提取和挖掘。,\n,\n,任职资格：,\n,1、精通Python/C++/Java三种编程语言中的至少一种；,\n,2、精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息；,\n,3、熟悉Mysql，有过数据库调优和海量数据存储经验优先；,\n,4、具有大型web登录分析和搜索相关技术研发经验者优先；\,\n,5、具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先。,\n\n]
34132|杭州多准数据技术有限公司|多准大数据|50-150人|成长型(A轮)|数据服务,广告营销|2025203|爬虫工程师|全职|爬虫|杭州|本科|15k-25k|不限|技术|后端开发|11:36发布|20170417|[\n,工作职责：,\n,1、负责各产品的数据抓取需求；,\n,2、负责开发公司的爬虫系统。,\n,\n,职位要求：,\n,1、对爬虫有强烈的兴趣，有爬虫开发经验；,\n,2、了解相关的前端知识，有前端开发背景优先；,\n,3、了解所需后台知识，有大数据背景、分布式爬虫经验者优先；,\n,4、对爬虫系统有自己的理解，可以使用适当的工具；,\n,5、有良好的Java基础。,\n]
